phi,p,T_r,T_ad_real,T_ad_ideal,T_ad_m1,T_ad_m2,q0_p_real,q0_p_ideal,q0_p_m1,q0_p_m2,cp_p_real,cp_p_ideal,Dq0_p_Jkg,q0_p_dis_Jkg,Error_rel_pct
0.2,101325.0,298.0,832.0347214308268,832.0436976117757,833.9803880683266,831.8882642229846,0.577418823633133,0.5774291115439646,0.577573868623642,0.5772429671199367,1077.4009624450855,1077.4019628919032,10.287910831574544,10.287900154013188,0.0001037874601634
0.2666666666666666,101325.0,298.0,989.0649361559418,989.1287148657456,991.9127004888506,988.9308860907204,0.766878435743261,0.7669545736788237,0.7671474291284216,0.7667079178353169,1105.1927725133346,1105.2006668841148,76.13793556271453,76.13797480601352,-5.154237331954001e-05
0.3333333333333333,101325.0,298.0,1137.6030260480052,1137.8535558263875,1139.905943799936,1137.6151393821958,0.9547238032917936,0.9550327493734582,0.955273622131573,0.9547263302695526,1134.352956647837,1134.3865592093125,308.9460816646517,308.9463626573561,-9.09520207830558e-05
0.4,101325.0,298.0,1278.8215388144274,1279.5058188093603,1278.976804069868,1279.2291026563148,1.1408116361917795,1.141680153631958,1.1419689602685743,1.1413147075977637,1164.105911827146,1164.2014601870944,868.5174401781293,868.5184225630946,-0.0001131105628882
0.4666666666666667,101325.0,298.0,1413.3425770512706,1414.8292099040411,1410.3420470211506,1414.5160511329825,1.3249768701377798,1.326913051086276,1.3272497059420951,1.3264893029056228,1193.649947588343,1193.8572247961774,1936.1809484961243,1936.183599106036,-0.0001368988737161
0.5333333333333333,101325.0,298.0,1541.6352879777496,1544.4227344980334,1535.2877911319197,1544.0747483865953,1.5070318280209845,1.5107474607896605,1.511131876044142,1.5102661239087978,1222.2215917925396,1222.5921055266108,3715.632768676036,3715.638996231137,-0.0001676041602752
0.6,101325.0,298.0,1664.0232503673194,1668.7816066914395,1655.115775978854,1668.4002211750685,1.686720886901311,1.6931991608210444,1.6936312465716812,1.692660937565929,1249.1127801641244,1249.6824342904863,6478.273919733324,6478.287288315361,-0.0002063602466187
0.6000000000000001,101325.0,298.0,1664.0232503673194,1668.7816066914409,1655.115775978854,1668.4002211750685,1.6867208869013084,1.69319916082107,1.6936312465716814,1.6926609375659292,1249.1127801641233,1249.6824342904874,6478.273919761524,6478.287288344232,-0.0002063602569787
0.6666666666666667,101325.0,298.0,1780.634981783079,1788.3238853518994,1771.0171751820271,1787.9103819118552,1.8636087352163628,1.874283692799101,1.87476335713852,1.8736892745879248,1273.885411270532,1274.7269447786307,10674.957582738289,10674.98447706364,-0.0002519384751239
0.7333333333333334,101325.0,298.0,1891.2671867246304,1903.4086194581653,1882.4769392761027,1902.964159898526,2.036842308661136,2.0540163662956754,2.0545435153861544,2.053366433846283,1297.7143228062855,1299.016608693829,17174.057634539608,17174.109318090603,-0.0003009396619892
0.8,101325.0,298.0,1995.0819088006936,2014.348558659068,1989.577098038472,2013.8742061469195,2.204652769593188,2.232412263150497,2.2329868012962266,2.2317074866830784,1320.7266088879749,1322.7741299709814,27759.49355730889,27759.590121504385,-0.0003478600763886
0.8666666666666667,101325.0,298.0,2089.939552414009,2121.419284009829,2092.6196294999213,2120.9160183896324,2.363274925658782,2.4094862416877287,2.4101080714071266,2.4087272811251474,1342.6875801295882,1346.0462194185911,46211.31602894657,46211.494544859976,-0.0003863034614659
0.9333333333333332,101325.0,298.0,2170.70716185462,2224.865922034104,2191.8732160429745,2224.3346525158463,2.5042407077938145,2.585252940848413,2.585921962937227,2.5844404460049613,1363.0039401414035,1368.871844600434,81012.23305459904,81012.5666074967,-0.0004117315189122
1.0,101325.0,298.0,2224.150748526831,2324.9060939024675,2287.578728197027,2324.3497670484667,2.6063235595480894,2.7597236381989902,2.7604428978171467,2.7588613949905785,1380.1428559459969,1391.283634083489,153400.0786509009,153400.7292913003,-0.0004241460663652
1.0666666666666669,101325.0,298.0,2225.964487934122,2301.000120085541,2263.764631130456,2300.4496925674,2.630701725548622,2.749614349537686,2.750329768718794,2.748754059869079,1391.371509516889,1403.0991340467615,118912.62398906432,118914.26073869083,-0.0013764305013408
1.1333333333333333,101325.0,298.0,2186.004068340483,2277.7936341974246,2240.6790142630384,2277.2509284794896,2.591118108335733,2.73957576881611,2.7402904698402004,2.7387205126688,1397.9986724492996,1414.7067912763112,148457.66048037712,148460.57517796897,-0.001963319092053
1.2,101325.0,298.0,2134.729040494044,2255.256078288457,2218.286533966302,2254.7208433996725,2.533904089062836,2.729610218852679,2.73032419563295,2.7287599483028364,1403.5669565860117,1426.1119694202448,195706.12978984325,195710.4285819112,-0.002196554636537
1.2666666666666666,101325.0,298.0,2081.8120022255007,2233.3568718028523,2196.554150453797,2232.8288682036687,2.473757460308825,2.71971690715454,2.720430152225089,2.7188715733540576,1409.14261727923,1437.3196804191969,245959.4468457152,245965.1699853083,-0.0023268630933147
1.3333333333333333,101325.0,298.0,2029.382869806756,2212.067331619838,2175.4509414479176,2211.5463344000755,2.413820545155036,2.7098950515160665,2.7106075572103245,2.709054605864424,1414.9112203361944,1448.3347671422596,296074.5063610304,296081.67439018283,-0.0024210220733082
1.4,101325.0,298.0,1977.9747272742889,2191.3605241739265,2154.9479337150883,2190.846307888621,2.3548047456906662,2.700143880738604,2.700855639441776,2.6993082751288573,1420.8759387690757,1459.1619107557328,345339.13504793734,345347.7593543441,-0.0024973440689166
1.4666666666666666,101325.0,298.0,1927.7101813450315,2171.21113107153,2135.01795049485,2170.7034920862056,2.296818435542087,2.6904626345972544,2.691173638830161,2.689631821493544,1427.0007151939872,1469.805637642793,393644.1990551676,393654.285411004,-0.0025623026734881
1.5333333333333332,101325.0,298.0,1878.5890177361523,2151.5953270882605,2115.635473095077,2151.0940696630705,2.239808189283829,2.680850563693621,2.681560806146309,2.680024496158557,1433.2455804652068,1480.270325941247,441042.374409792,441053.92473955406,-0.0026188707553332
1.6,101325.0,298.0,1830.5737686529217,2132.490669257624,2096.7765151378844,2131.9956050600235,2.18368589790565,2.671306929280303,2.6720164028278903,2.6704855609847025,1439.576027987418,1490.5602117323149,487621.031374653,487634.04485517927,-0.0026687693288356
1.6666666666666663,101325.0,298.0,1783.6178884937856,2113.8759958787546,2078.418508123964,2113.386943625957,2.1283668785414527,2.6618310030848296,2.662539700790257,2.661014288304463,1445.964708315371,1500.6793949063551,533464.1245433768,533478.5983538902,-0.0027131741100259
1.7333333333333332,101325.0,298.0,1737.675084502447,2095.7313344207764,2060.5401971416004,2095.248122788022,2.07377955517054,2.6524220671216376,2.653129982241298,2.6516099607369643,1452.3907789890534,1510.6318447290334,578642.5119510979,578658.4418041711,-0.0027529697082732
1.8,101325.0,298.0,1692.7020497737617,2078.037817392702,2043.1215456841207,2077.5602846384363,2.019865926862204,2.643079413518571,2.6437865395002045,2.642271871006837,1458.960026631073,1520.4214051267184,623213.486656367,623230.867181005,-0.0027888556666579
1.0,101325.0,300.0,2225.13207745773,2326.319648895384,2289.062644435654,2325.763378708909,2.605578286243025,2.759655745506906,2.7604428978171467,2.7588613949905785,1380.4545518402688,1391.6304971369575,154077.45926388074,154069.42539396603,0.0052141760080241
1.0,101325.0,350.0,2249.463092145302,2361.8357317592154,2326.4606862774367,2361.2809317319443,2.586335474528876,2.7579554318817587,2.7604428978171467,2.7588613949905785,1388.08417144099,1400.1480405399918,171619.95735288292,171388.6538715274,0.1347765638234659
1.0,101325.0,400.0,2273.4391585050203,2397.745729577998,2364.421521040697,2397.192477451132,2.565967841978944,2.756329479970704,2.7604428978171467,2.7588613949905785,1395.4113692031472,1408.378492396528,190361.6379917605,189896.47915191847,0.2443553463550876
1.0,101325.0,450.0,2297.101495574272,2434.117528760965,2402.9243395265926,2433.5659244267667,2.544525987653125,2.754870535114543,2.7604428978171467,2.7588613949905785,1402.4502584202455,1416.3335365206033,210344.5474614176,209636.3529002629,0.3366831085957188
1.0,101325.0,500.0,2320.481203089581,2471.006180287767,2441.9488027897155,2470.456348804524,2.5220344731306428,2.753641528235551,2.7604428978171467,2.7588613949905785,1409.213307088454,1424.0228802873364,231607.0551049081,230647.4491783441,0.4143249980573052
1.0,101325.0,550.0,2343.6007321232764,2508.454685250401,2481.475044439776,2507.906782200939,2.4984971709403423,2.752679911429025,2.7604428978171467,2.7588613949905785,1415.7116814180956,1431.4546030656627,254182.74048868293,252963.5512613058,0.4796506737763358
1.0,101325.0,600.0,2366.475230751468,2546.4947647945373,2521.4836707608792,2545.94897812958,2.4739024822916846,2.7520018935023614,2.7604428978171467,2.7588613949905785,1421.9555328004635,1438.6354683761554,278099.4112106767,276612.106657411,0.5348103927264415
1.0,101325.0,650.0,2389.113760679405,2585.1476160265124,2561.955758959782,2584.6041743094606,2.44822841842692,2.751606675476508,2.7604428978171467,2.7588613949905785,1427.9542337842597,1445.571202489726,303378.2570495882,301613.46222661063,0.5817143391027865
1.0,101325.0,700.0,2411.5203842353862,2624.4246550677126,2602.872853832415,2623.883830312817,2.421447546723634,2.751480686065383,2.7604428978171467,2.7588613949905785,1433.716568541027,1452.2667417227942,330033.1393417491,327980.28501964547,0.6220146031995532
1.0,101325.0,750.0,2433.6951243836274,2664.328248164905,2644.216963115566,2663.7903639223464,2.3935318084250103,2.751601817195688,2.7604428978171467,2.7588613949905785,1439.2508832101191,1458.7264503593483,358070.0087706776,355717.16871328186,0.6570893958624167
1.0,100000.0,298.0,2223.855329729004,2324.906093903112,2287.5787281970265,2324.3497670484667,2.605877009615252,2.7597236381980554,2.7604428978171467,2.7588613949905785,1380.11061188568,1391.2836340837175,153846.6285828033,153847.2811937807,-0.00042419582634
1.0,1345833.3333333333,298.0,2270.703137682057,2324.906093902897,2287.5787281970265,2324.3497670484667,2.6769305913029675,2.7597236381990244,2.7604428978171467,2.7588613949905785,1385.2598965994066,1391.283634083345,82793.04689605693,82793.38992497697,-0.0004143209277929
1.0,2591666.6666666665,298.0,2279.142817321665,2324.9060939030705,2287.5787281970265,2324.3497670484667,2.6897816863329296,2.7597236381987416,2.7604428978171467,2.7588613949905785,1386.1945543857198,1391.2836340833717,69941.95186581198,69942.23987127561,-0.0004117778471295
1.0,3837500.0,298.0,2283.6321445008653,2324.906093902488,2287.5787281970265,2324.3497670484667,2.696623798381702,2.759723638199647,2.7604428978171467,2.7588613949905785,1386.6924783101615,1391.2836340831227,63099.839817945205,63100.09867518768,-0.0004102343892137
1.0,5083333.333333333,298.0,2286.603851308584,2324.906093902317,2287.5787281970265,2324.3497670484667,2.7011552904301346,2.7597236382000774,2.7604428978171467,2.7588613949905785,1387.0223483254924,1391.2836340830256,58568.3477699428,58568.58738351706,-0.0004091178655211
1.0,6329166.666666666,298.0,2288.786362287437,2324.906093903215,2287.5787281970265,2324.3497670484667,2.704484547899711,2.759723638198831,2.7604428978171467,2.7588613949905785,1387.2647456433117,1391.2836340833355,55239.09029912,55239.31580734672,-0.0004082402977689
1.0,7575000.0,298.0,2290.490951665796,2324.9060939028554,2287.5787281970265,2324.3497670484667,2.707085472413309,2.759723638199429,2.7604428978171467,2.7588613949905785,1387.4541376490447,1391.2836340831882,52638.16578611991,52638.38029506337,-0.0004075159919801
